pollster,numeric_grade,state,candidate_name,party,pct,sample_size,population,methodology,start_date,end_date,hypothetical,partisan,pollscore,transparency_score,voters
YouGov,3,Pennsylvania,Kamala Harris,DEM,46.8,1000,rv,Online Panel,2024-09-24,2024-10-02,FALSE,NA,-1.1,4.5,468
YouGov,3,Pennsylvania,Donald Trump,REP,44.7,1000,rv,Online Panel,2024-09-24,2024-10-02,FALSE,NA,-1.1,4.5,447
YouGov,3,National,Kamala Harris,DEM,48,1463,rv,Online Panel,2024-09-29,2024-10-01,FALSE,NA,-1.1,9,702
YouGov,3,National,Donald Trump,REP,45,1463,rv,Online Panel,2024-09-29,2024-10-01,FALSE,NA,-1.1,9,658
YouGov,3,National,Kamala Harris,DEM,49,1261,lv,Online Panel,2024-09-29,2024-10-01,FALSE,NA,-1.1,9,618
YouGov,3,National,Donald Trump,REP,46,1261,lv,Online Panel,2024-09-29,2024-10-01,FALSE,NA,-1.1,9,580
Emerson,2.9,National,Kamala Harris,DEM,50.2,1000,lv,IVR/Online Panel/Text-to-Web,2024-09-29,2024-10-01,FALSE,NA,-1.1,7,502
Emerson,2.9,National,Donald Trump,REP,48.6,1000,lv,IVR/Online Panel/Text-to-Web,2024-09-29,2024-10-01,FALSE,NA,-1.1,7,486
Marist,2.9,National,Kamala Harris,DEM,50,1294,lv,Live Phone/Online Panel/Text-to-Web,2024-09-27,2024-10-01,FALSE,NA,-0.9,9,647
Marist,2.9,National,Donald Trump,REP,48,1294,lv,Live Phone/Online Panel/Text-to-Web,2024-09-27,2024-10-01,FALSE,NA,-0.9,9,621
Marist,2.9,National,Kamala Harris,DEM,50,1514,rv,Live Phone/Online Panel/Text-to-Web,2024-09-27,2024-10-01,FALSE,NA,-0.9,9,757
Marist,2.9,National,Donald Trump,REP,47,1514,rv,Live Phone/Online Panel/Text-to-Web,2024-09-27,2024-10-01,FALSE,NA,-0.9,9,712
The Washington Post,3,North Carolina,Kamala Harris,DEM,48,1001,lv,Live Phone/Text-to-Web,2024-09-25,2024-09-29,FALSE,NA,-1.2,9,480
The Washington Post,3,North Carolina,Donald Trump,REP,50,1001,lv,Live Phone/Text-to-Web,2024-09-25,2024-09-29,FALSE,NA,-1.2,9,500
The Washington Post,3,North Carolina,Kamala Harris,DEM,47,1001,rv,Live Phone/Text-to-Web,2024-09-25,2024-09-29,FALSE,NA,-1.2,9,470
The Washington Post,3,North Carolina,Donald Trump,REP,50,1001,rv,Live Phone/Text-to-Web,2024-09-25,2024-09-29,FALSE,NA,-1.2,9,500
Quinnipiac,2.8,North Carolina,Kamala Harris,DEM,47,953,lv,Live Phone,2024-09-25,2024-09-29,FALSE,NA,-0.5,9,448
Quinnipiac,2.8,North Carolina,Donald Trump,REP,49,953,lv,Live Phone,2024-09-25,2024-09-29,FALSE,NA,-0.5,9,467
Quinnipiac,2.8,North Carolina,Kamala Harris,DEM,48,953,lv,Live Phone,2024-09-25,2024-09-29,FALSE,NA,-0.5,9,457
Quinnipiac,2.8,North Carolina,Donald Trump,REP,49,953,lv,Live Phone,2024-09-25,2024-09-29,FALSE,NA,-0.5,9,467
Quinnipiac,2.8,Georgia,Kamala Harris,DEM,44,942,lv,Live Phone,2024-09-25,2024-09-29,FALSE,NA,-0.5,9,414
Quinnipiac,2.8,Georgia,Donald Trump,REP,50,942,lv,Live Phone,2024-09-25,2024-09-29,FALSE,NA,-0.5,9,471
Quinnipiac,2.8,Georgia,Kamala Harris,DEM,45,942,lv,Live Phone,2024-09-25,2024-09-29,FALSE,NA,-0.5,9,424
Quinnipiac,2.8,Georgia,Donald Trump,REP,50,942,lv,Live Phone,2024-09-25,2024-09-29,FALSE,NA,-0.5,9,471
Emerson,2.9,Arizona,Kamala Harris,DEM,47.6,920,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,FALSE,NA,-1.1,7,438
Emerson,2.9,Arizona,Donald Trump,REP,51.7,920,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,FALSE,NA,-1.1,7,476
Emerson,2.9,North Carolina,Kamala Harris,DEM,49.1,850,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,FALSE,NA,-1.1,7,417
Emerson,2.9,North Carolina,Donald Trump,REP,49.9,850,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,FALSE,NA,-1.1,7,424
Emerson,2.9,Pennsylvania,Kamala Harris,DEM,49.3,1000,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,FALSE,NA,-1.1,7,493
Emerson,2.9,Pennsylvania,Donald Trump,REP,48.8,1000,lv,Online Panel/Text-to-Web,2024-09-27,2024-09-28,FALSE,NA,-1.1,7,488
YouGov,3,National,Kamala Harris,DEM,48,848,lv,Online Panel,2024-09-23,2024-09-27,FALSE,NA,-1.1,6.5,407
YouGov,3,National,Donald Trump,REP,45,848,lv,Online Panel,2024-09-23,2024-09-27,FALSE,NA,-1.1,6.5,382
Siena/NYT,3,Nebraska,Kamala Harris,DEM,51,680,rv,Live Phone,2024-09-24,2024-09-26,FALSE,NA,-1.5,9,347
Siena/NYT,3,Nebraska,Donald Trump,REP,42,680,rv,Live Phone,2024-09-24,2024-09-26,FALSE,NA,-1.5,9,286
Siena/NYT,3,Nebraska,Kamala Harris,DEM,49,680,rv,Live Phone,2024-09-24,2024-09-26,FALSE,NA,-1.5,9,333
Siena/NYT,3,Nebraska,Donald Trump,REP,41,680,rv,Live Phone,2024-09-24,2024-09-26,FALSE,NA,-1.5,9,279
Siena/NYT,3,Nebraska,Kamala Harris,DEM,52,680,lv,Live Phone,2024-09-24,2024-09-26,FALSE,NA,-1.5,9,354
Siena/NYT,3,Nebraska,Donald Trump,REP,43,680,lv,Live Phone,2024-09-24,2024-09-26,FALSE,NA,-1.5,9,292
Siena/NYT,3,Nebraska,Kamala Harris,DEM,51,680,lv,Live Phone,2024-09-24,2024-09-26,FALSE,NA,-1.5,9,347
Siena/NYT,3,Nebraska,Donald Trump,REP,42,680,lv,Live Phone,2024-09-24,2024-09-26,FALSE,NA,-1.5,9,286
SurveyUSA,2.8,Minnesota,Kamala Harris,DEM,50,646,lv,Online Panel,2024-09-23,2024-09-26,FALSE,NA,-1.3,8,323
SurveyUSA,2.8,Minnesota,Donald Trump,REP,44,646,lv,Online Panel,2024-09-23,2024-09-26,FALSE,NA,-1.3,8,284
Siena/NYT,3,Michigan,Kamala Harris,DEM,45,688,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,310
Siena/NYT,3,Michigan,Donald Trump,REP,47,688,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,323
Siena/NYT,3,Michigan,Kamala Harris,DEM,43,688,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,296
Siena/NYT,3,Michigan,Donald Trump,REP,46,688,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,316
Siena/NYT,3,Michigan,Kamala Harris,DEM,48,688,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,330
Siena/NYT,3,Michigan,Donald Trump,REP,47,688,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,323
Siena/NYT,3,Michigan,Kamala Harris,DEM,46,688,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,316
Siena/NYT,3,Michigan,Donald Trump,REP,46,688,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,316
Siena/NYT,3,Ohio,Kamala Harris,DEM,45,687,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,309
Siena/NYT,3,Ohio,Donald Trump,REP,49,687,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,337
Siena/NYT,3,Ohio,Kamala Harris,DEM,44,687,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,302
Siena/NYT,3,Ohio,Donald Trump,REP,47,687,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,323
Siena/NYT,3,Ohio,Kamala Harris,DEM,44,687,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,302
Siena/NYT,3,Ohio,Donald Trump,REP,50,687,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,344
Siena/NYT,3,Ohio,Kamala Harris,DEM,43,687,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,295
Siena/NYT,3,Ohio,Donald Trump,REP,49,687,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,337
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,49,680,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,333
Siena/NYT,3,Wisconsin,Donald Trump,REP,47,680,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,320
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,48,680,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,326
Siena/NYT,3,Wisconsin,Donald Trump,REP,45,680,rv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,306
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,49,680,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,333
Siena/NYT,3,Wisconsin,Donald Trump,REP,47,680,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,320
Siena/NYT,3,Wisconsin,Kamala Harris,DEM,48,680,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,326
Siena/NYT,3,Wisconsin,Donald Trump,REP,46,680,lv,Live Phone,2024-09-21,2024-09-26,FALSE,NA,-1.5,9,313
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,52,882,rv,Probability Panel,2024-09-18,2024-09-26,FALSE,NA,-1.1,10,459
Marquette Law School,3,Wisconsin,Donald Trump,REP,48,882,rv,Probability Panel,2024-09-18,2024-09-26,FALSE,NA,-1.1,10,423
Marquette Law School,3,Wisconsin,Kamala Harris,DEM,52,798,lv,Probability Panel,2024-09-18,2024-09-26,FALSE,NA,-1.1,10,415
Marquette Law School,3,Wisconsin,Donald Trump,REP,48,798,lv,Probability Panel,2024-09-18,2024-09-26,FALSE,NA,-1.1,10,383
Emerson,2.9,New York,Kamala Harris,DEM,55.5,1000,lv,Online Panel/Text-to-Web,2024-09-23,2024-09-25,FALSE,NA,-1.1,7,555
Emerson,2.9,New York,Donald Trump,REP,41.6,1000,lv,Online Panel/Text-to-Web,2024-09-23,2024-09-25,FALSE,NA,-1.1,7,416
CNN/SSRS,2.8,North Carolina,Kamala Harris,DEM,48,931,lv,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,2024-09-20,2024-09-25,FALSE,NA,-0.6,10,447
CNN/SSRS,2.8,North Carolina,Donald Trump,REP,48,931,lv,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,2024-09-20,2024-09-25,FALSE,NA,-0.6,10,447
CNN/SSRS,2.8,Nebraska,Kamala Harris,DEM,53,749,lv,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,2024-09-20,2024-09-25,FALSE,NA,-0.6,10,397
CNN/SSRS,2.8,Nebraska,Donald Trump,REP,42,749,lv,Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone,2024-09-20,2024-09-25,FALSE,NA,-0.6,10,315
Emerson,2.9,Texas,Kamala Harris,DEM,46.7,950,lv,Online Panel/Text-to-Web,2024-09-22,2024-09-24,FALSE,NA,-1.1,7,444
Emerson,2.9,Texas,Donald Trump,REP,52.3,950,lv,Online Panel/Text-to-Web,2024-09-22,2024-09-24,FALSE,NA,-1.1,7,497
Emerson,2.9,Virginia,Kamala Harris,DEM,52.7,860,lv,Online Panel/Text-to-Web,2024-09-22,2024-09-24,FALSE,NA,-1.1,7,453
Emerson,2.9,Virginia,Donald Trump,REP,46.2,860,lv,Online Panel/Text-to-Web,2024-09-22,2024-09-24,FALSE,NA,-1.1,7,397
YouGov,3,National,Kamala Harris,DEM,47,1424,rv,Online Panel,2024-09-21,2024-09-24,FALSE,NA,-1.1,9,669
YouGov,3,National,Donald Trump,REP,44,1424,rv,Online Panel,2024-09-21,2024-09-24,FALSE,NA,-1.1,9,627
YouGov,3,National,Kamala Harris,DEM,49,1220,lv,Online Panel,2024-09-21,2024-09-24,FALSE,NA,-1.1,9,598
YouGov,3,National,Donald Trump,REP,46,1220,lv,Online Panel,2024-09-21,2024-09-24,FALSE,NA,-1.1,9,561
YouGov,3,Georgia,Kamala Harris,DEM,49,1441,lv,Online Panel,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,706
YouGov,3,Georgia,Donald Trump,REP,51,1441,lv,Online Panel,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,735
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,47,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,480
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,49,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,500
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,47,764,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,359
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,50,764,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,382
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,48,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,490
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,50,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,510
Beacon/Shaw,2.8,Arizona,Kamala Harris,DEM,48,764,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,367
Beacon/Shaw,2.8,Arizona,Donald Trump,REP,51,764,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,390
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,49,1006,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,493
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,47,1006,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,473
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,50,707,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,354
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,707,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,339
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,51,1006,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,513
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,1006,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,483
Beacon/Shaw,2.8,Georgia,Kamala Harris,DEM,51,707,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,361
Beacon/Shaw,2.8,Georgia,Donald Trump,REP,48,707,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,339
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,47,787,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,370
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,49,787,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,386
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,48,991,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,476
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,47,991,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,466
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,49,787,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,386
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,50,787,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,394
Beacon/Shaw,2.8,North Carolina,Kamala Harris,DEM,50,991,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,496
Beacon/Shaw,2.8,North Carolina,Donald Trump,REP,48,991,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,476
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,47,775,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,364
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,48,775,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,372
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,48,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,490
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,46,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,470
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,49,775,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,380
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,49,775,lv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,380
Beacon/Shaw,2.8,Pennsylvania,Kamala Harris,DEM,50,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,510
Beacon/Shaw,2.8,Pennsylvania,Donald Trump,REP,48,1021,rv,Live Phone/Text-to-Web,2024-09-20,2024-09-24,FALSE,NA,-1.1,9,490
Marist,2.9,Arizona,Kamala Harris,DEM,48,1416,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,680
Marist,2.9,Arizona,Donald Trump,REP,50,1416,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,708
Marist,2.9,Arizona,Kamala Harris,DEM,49,1264,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,619
Marist,2.9,Arizona,Donald Trump,REP,50,1264,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,632
Marist,2.9,North Carolina,Kamala Harris,DEM,49,1507,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,738
Marist,2.9,North Carolina,Donald Trump,REP,48,1507,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,723
Marist,2.9,North Carolina,Kamala Harris,DEM,49,1348,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,661
Marist,2.9,North Carolina,Donald Trump,REP,49,1348,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,661
Marist,2.9,Georgia,Kamala Harris,DEM,49,1420,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,696
Marist,2.9,Georgia,Donald Trump,REP,48,1420,rv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,682
Marist,2.9,Georgia,Kamala Harris,DEM,49,1220,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,598
Marist,2.9,Georgia,Donald Trump,REP,50,1220,lv,Live Phone/Online Panel/Text-to-Web,2024-09-19,2024-09-24,FALSE,NA,-0.9,9,610
Suffolk,2.9,Arizona,Kamala Harris,DEM,42.4,500,lv,Live Phone,2024-09-19,2024-09-24,FALSE,NA,-1,8,212
Suffolk,2.9,Arizona,Donald Trump,REP,48.4,500,lv,Live Phone,2024-09-19,2024-09-24,FALSE,NA,-1,8,242
Ipsos,2.8,National,Kamala Harris,DEM,46.61,871,rv,Probability Panel,2024-09-20,2024-09-22,FALSE,NA,-0.9,9.5,406
Ipsos,2.8,National,Donald Trump,REP,40.48,871,rv,Probability Panel,2024-09-20,2024-09-22,FALSE,NA,-0.9,9.5,353
Ipsos,2.8,National,Kamala Harris,DEM,50,785,lv,Probability Panel,2024-09-20,2024-09-22,FALSE,NA,-0.9,9.5,392
Ipsos,2.8,National,Donald Trump,REP,44,785,lv,Probability Panel,2024-09-20,2024-09-22,FALSE,NA,-0.9,9.5,345
Ipsos,2.8,National,Kamala Harris,DEM,42,1029,a,Probability Panel,2024-09-20,2024-09-22,FALSE,NA,-0.9,9.5,432
Ipsos,2.8,National,Donald Trump,REP,38,1029,a,Probability Panel,2024-09-20,2024-09-22,FALSE,NA,-0.9,9.5,391
CNN/SSRS,2.8,National,Kamala Harris,DEM,48,2074,lv,Probability Panel,2024-09-19,2024-09-22,FALSE,NA,-0.6,10,996
CNN/SSRS,2.8,National,Donald Trump,REP,47,2074,lv,Probability Panel,2024-09-19,2024-09-22,FALSE,NA,-0.6,10,975
CNN/SSRS,2.8,National,Kamala Harris,DEM,47,2074,rv,Probability Panel,2024-09-19,2024-09-22,FALSE,NA,-0.6,10,975
CNN/SSRS,2.8,National,Donald Trump,REP,47,2074,rv,Probability Panel,2024-09-19,2024-09-22,FALSE,NA,-0.6,10,975
Quinnipiac,2.8,National,Kamala Harris,DEM,47,1728,lv,Live Phone,2024-09-19,2024-09-22,FALSE,NA,-0.5,9,812
Quinnipiac,2.8,National,Donald Trump,REP,48,1728,lv,Live Phone,2024-09-19,2024-09-22,FALSE,NA,-0.5,9,829
Quinnipiac,2.8,National,Kamala Harris,DEM,48,1728,lv,Live Phone,2024-09-19,2024-09-22,FALSE,NA,-0.5,9,829
Quinnipiac,2.8,National,Donald Trump,REP,48,1728,lv,Live Phone,2024-09-19,2024-09-22,FALSE,NA,-0.5,9,829
Siena/NYT,3,Arizona,Kamala Harris,DEM,45,713,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,321
Siena/NYT,3,Arizona,Donald Trump,REP,49,713,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,349
Siena/NYT,3,Arizona,Kamala Harris,DEM,45,713,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,321
Siena/NYT,3,Arizona,Donald Trump,REP,50,713,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,356
Siena/NYT,3,Arizona,Kamala Harris,DEM,42,713,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,299
Siena/NYT,3,Arizona,Donald Trump,REP,47,713,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,335
Siena/NYT,3,Arizona,Kamala Harris,DEM,43,713,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,307
Siena/NYT,3,Arizona,Donald Trump,REP,48,713,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,342
Siena/NYT,3,Georgia,Kamala Harris,DEM,44,682,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,300
Siena/NYT,3,Georgia,Donald Trump,REP,48,682,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,327
Siena/NYT,3,Georgia,Kamala Harris,DEM,45,682,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,307
Siena/NYT,3,Georgia,Donald Trump,REP,49,682,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,334
Siena/NYT,3,Georgia,Kamala Harris,DEM,43,682,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,293
Siena/NYT,3,Georgia,Donald Trump,REP,46,682,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,314
Siena/NYT,3,Georgia,Kamala Harris,DEM,44,682,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,300
Siena/NYT,3,Georgia,Donald Trump,REP,47,682,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,321
Siena/NYT,3,North Carolina,Kamala Harris,DEM,47,682,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,321
Siena/NYT,3,North Carolina,Donald Trump,REP,48,682,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,327
Siena/NYT,3,North Carolina,Kamala Harris,DEM,47,682,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,321
Siena/NYT,3,North Carolina,Donald Trump,REP,49,682,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,334
Siena/NYT,3,North Carolina,Kamala Harris,DEM,46,682,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,314
Siena/NYT,3,North Carolina,Donald Trump,REP,46,682,rv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,314
Siena/NYT,3,North Carolina,Kamala Harris,DEM,45,682,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,307
Siena/NYT,3,North Carolina,Donald Trump,REP,47,682,lv,Live Phone,2024-09-17,2024-09-21,FALSE,NA,-1.5,9,321
YouGov,3,National,Kamala Harris,DEM,52,3129,lv,Online Panel,2024-09-18,2024-09-20,FALSE,NA,-1.1,9,1627
YouGov,3,National,Donald Trump,REP,48,3129,lv,Online Panel,2024-09-18,2024-09-20,FALSE,NA,-1.1,9,1502
Muhlenberg,2.8,Pennsylvania,Kamala Harris,DEM,48,450,lv,Live Phone,2024-09-16,2024-09-19,FALSE,NA,-1,8,216
Muhlenberg,2.8,Pennsylvania,Donald Trump,REP,48,450,lv,Live Phone,2024-09-16,2024-09-19,FALSE,NA,-1,8,216
U of Massachusetts Lowell,2.9,Pennsylvania,Kamala Harris,DEM,48,800,lv,Online Panel,2024-09-11,2024-09-19,FALSE,NA,-1,9,384
